EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2	ChangeColor
µ¥ÊÖÀ×½£-À×	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x8000ff
Ë«´¸-½ð	MA_LF_007_ST01.spr	MA_LF_007_ST01.spr	MA_LF_007_ST01.spr	MA_LF_007_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_007_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_007_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_007_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_007_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_007_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_007_AT06.spr	MA_LF_007_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_007_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_014_RD01.spr	MA_LF_014_HW01.spr	MA_LF_014_HR01.spr	MA_LF_014_HA01.spr	MA_LF_014_HA02.spr	MA_LF_014_HM01.spr	MA_LF_014_HI01.spr	MA_LF_014_HD01.spr	MA_LF_014_RD01.spr	MA_LF_014_RD01.spr	0x808000
Ë«µ¶-Ë®	MA_LF_006_ST01.spr	MA_LF_006_ST01.spr	MA_LF_006_ST01.spr	MA_LF_006_ST02.spr	MA_LF_000_ST03.spr	MA_LF_006_ST04.spr	MA_LF_006_ST05.spr	MA_LF_006_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_006_WK02.spr	MA_LF_006_WK03.spr	MA_LF_006_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_006_RN02.spr	MA_LF_006_RN03.spr	MA_LF_006_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_006_IJ02.spr	MA_LF_006_IJ03.spr	MA_LF_006_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_006_DE02.spr	MA_LF_006_DE03.spr	MA_LF_006_DE04.spr				MA_LF_000_AT01.spr	MA_LF_006_AT02.spr	MA_LF_006_AT03.spr	MA_LF_006_AT04.spr	MA_LF_006_AT05.spr	MA_LF_006_AT06.spr	MA_LF_006_AT07.spr							MA_LF_006_MG01.spr	MA_LF_000_MG02.spr	MA_LF_006_MG03.spr	MA_LF_006_MG04.spr	MA_LF_006_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_013_RD01.spr	MA_LF_013_HW01.spr	MA_LF_013_HR01.spr	MA_LF_013_HA01.spr	MA_LF_013_HA02.spr	MA_LF_013_HM01.spr	MA_LF_013_HI01.spr	MA_LF_013_HD01.spr	MA_LF_013_RD01.spr	MA_LF_013_RD01.spr	0x0080ff
µ¥ÊÖµ¶-·¢¹â1	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x808000
µ¥ÊÖ½£-·¢¹â1	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x808000
µ¥ÊÖ»ðµ¶-·¢¹â1	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x808000
µ¥ÊÖÀ×½£-·¢¹â1	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x808000
³¤¹÷-·¢¹â1	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x808000
³¤Ç¹-·¢¹â1	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x808000
Ë«´¸-·¢¹â1	MA_LF_007_ST01.spr	MA_LF_007_ST01.spr	MA_LF_007_ST01.spr	MA_LF_007_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_007_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_007_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_007_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_007_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_007_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_007_AT06.spr	MA_LF_007_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_007_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_014_RD01.spr	MA_LF_014_HW01.spr	MA_LF_014_HR01.spr	MA_LF_014_HA01.spr	MA_LF_014_HA02.spr	MA_LF_014_HM01.spr	MA_LF_014_HI01.spr	MA_LF_014_HD01.spr	MA_LF_014_RD01.spr	MA_LF_014_RD01.spr	0x808000
Ë«µ¶-·¢¹â1	MA_LF_006_ST01.spr	MA_LF_006_ST01.spr	MA_LF_006_ST01.spr	MA_LF_006_ST02.spr	MA_LF_000_ST03.spr	MA_LF_006_ST04.spr	MA_LF_006_ST05.spr	MA_LF_006_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_006_WK02.spr	MA_LF_006_WK03.spr	MA_LF_006_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_006_RN02.spr	MA_LF_006_RN03.spr	MA_LF_006_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_006_IJ02.spr	MA_LF_006_IJ03.spr	MA_LF_006_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_006_DE02.spr	MA_LF_006_DE03.spr	MA_LF_006_DE04.spr				MA_LF_000_AT01.spr	MA_LF_006_AT02.spr	MA_LF_006_AT03.spr	MA_LF_006_AT04.spr	MA_LF_006_AT05.spr	MA_LF_006_AT06.spr	MA_LF_006_AT07.spr							MA_LF_006_MG01.spr	MA_LF_000_MG02.spr	MA_LF_006_MG03.spr	MA_LF_006_MG04.spr	MA_LF_006_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_013_RD01.spr	MA_LF_013_HW01.spr	MA_LF_013_HR01.spr	MA_LF_013_HA01.spr	MA_LF_013_HA02.spr	MA_LF_013_HM01.spr	MA_LF_013_HI01.spr	MA_LF_013_HD01.spr	MA_LF_013_RD01.spr	MA_LF_013_RD01.spr	0x808000
Ë«²øÊÖ-·¢¹â1	MA_LF_001_ST01.spr	MA_LF_001_ST01.spr	MA_LF_001_ST01.spr	MA_LF_001_ST02.spr	MA_LF_001_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_001_WK01.spr	MA_LF_001_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_001_RN01.spr	MA_LF_001_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_001_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_001_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_001_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_001_MG01.spr	MA_LF_001_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_001_ZZ01.spr	MA_LF_001_JP01.spr	MA_LF_008_RD01.spr	MA_LF_008_HW01.spr	MA_LF_008_HR01.spr	MA_LF_008_HA01.spr	MA_LF_008_HA02.spr	MA_LF_008_HM01.spr	MA_LF_008_HI01.spr	MA_LF_008_HD01.spr	MA_LF_008_RD01.spr	MA_LF_008_RD01.spr	0x808000
Ë«×¦-·¢¹â1	MA_LF_005_ST01.spr	MA_LF_005_ST01.spr	MA_LF_005_ST01.spr	MA_LF_005_ST02.spr	MA_LF_005_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_005_WK01.spr	MA_LF_005_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_005_RN01.spr	MA_LF_005_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_005_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_005_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_005_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_005_MG01.spr	MA_LF_005_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_005_ZZ01.spr	MA_LF_005_JP01.spr	MA_LF_012_RD01.spr	MA_LF_012_HW01.spr	MA_LF_012_HR01.spr	MA_LF_012_HA01.spr	MA_LF_012_HA02.spr	MA_LF_012_HM01.spr	MA_LF_012_HI01.spr	MA_LF_012_HD01.spr	MA_LF_012_RD01.spr	MA_LF_012_RD01.spr	0x808000
¿ÕÊÖ-·¢¹â1	MA_LF_001_ST01.spr	MA_LF_001_ST01.spr	MA_LF_001_ST01.spr	MA_LF_001_ST02.spr	MA_LF_001_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_001_WK01.spr	MA_LF_001_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_001_RN01.spr	MA_LF_001_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_001_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_001_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_001_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_001_MG01.spr	MA_LF_001_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_001_ZZ01.spr	MA_LF_001_JP01.spr	MA_LF_008_RD01.spr	MA_LF_008_HW01.spr	MA_LF_008_HR01.spr	MA_LF_008_HA01.spr	MA_LF_008_HA02.spr	MA_LF_008_HM01.spr	MA_LF_008_HI01.spr	MA_LF_008_HD01.spr	MA_LF_008_RD01.spr	MA_LF_008_RD01.spr	0x808000
µ¥ÊÖµ¶-·¢¹â2	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x808000
µ¥ÊÖ½£-·¢¹â2	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x808000
µ¥ÊÖ»ðµ¶-·¢¹â2	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x808000
