EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
Õ∑≤ø43	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1	144,8,1	104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1		128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	104,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Õ∑≤ø44	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1	144,8,1	104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1	96,8,1	128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	88,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ph«n Æ«u 45	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 46	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1	144,8,1	104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1	96,8,1	128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ph«n Æ«u 47	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 48	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 49	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1		104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1	96,8,1	128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	120,8,1	112,8,1	112,8,1
Ph«n Æ«u 50	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1	144,8,1	104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1	96,8,1	128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ph«n Æ«u 51	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1	144,8,1	104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1	96,8,1	128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	120,8,1	112,8,1	112,8,1
Ph«n Æ«u 52	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1	144,8,1	104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1	96,8,1	128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ph«n Æ«u 53	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1	144,8,1	104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1	96,8,1	128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ph«n Æ«u 54	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 55	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1	144,8,1	104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1	96,8,1	128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ph«n Æ«u 56	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 57	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 58	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 59	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 60	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 61	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 62	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 63	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 64	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 65	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 66	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 67	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 68	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 69	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 70	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 71	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 72	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 73	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 74	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 75	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 76	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 77	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 78	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 79	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 80	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Ph«n Æ«u 81	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Nguy÷t Khuy’t Tr‰ng Ki’p T®ng M∑o	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1	144,8,1	104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1	96,8,1	128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t S∏t Ki’p T®ng M∑o	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1	144,8,1	104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1	96,8,1	128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Ph∏ Ki’p T®ng M∑o	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1	144,8,1	104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1	96,8,1	128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Ph n VÚ Kh´i	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1	144,8,1	104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1	96,8,1	128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Phong Y™n Kh´i	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1	144,8,1	104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1	96,8,1	128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Tr≠Íng Kh´ng Kh´i	120,8,1	120,8,1	120,8,1	120,8,1	88,8,1	88,8,1	88,8,1	88,8,1	120,8,1	120,8,1	88,8,1	88,8,1	120,8,1	120,8,1	120,8,1	120,8,1	120,8,1	248,8,1	248,8,1	96,8,1	88,8,1	88,8,1	88,8,1	88,8,1	88,8,1	96,8,1	96,8,1	88,8,1	72,8,1	64,8,1	56,8,1	96,8,1	104,8,1	104,8,1	56,8,1	96,8,1	88,8,1	120,8,1	144,8,1	104,8,1	104,8,1	120,8,1	144,8,1	128,8,1	112,8,1	96,8,1	96,8,1	128,8,1	96,8,1	232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1	128,8,1	96,8,1	96,8,1	104,8,1	128,8,1	176,8,1	176,8,1	96,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Kinh HÂng Ph∏t ß∏i	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Nguy÷t Khuy’t Hi”u Nguy÷t Ph∏t ß∏i	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Nguy÷t Khuy’t T≠¨ng T≠ Tr©m	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
Nguy÷t Khuy’t Phong Nguy÷t Tr©m	120,8,1	120,8,1							120,8,1	120,8,1	88,8,1	88,8,1						248,8,1	248,8,1	96,8,1						96,8,1	96,8,1	88,8,1					104,8,1	104,8,1	56,8,1					104,8,1	104,8,1	120,8,1								232,8,1	192,8,1	232,8,1	192,8,1	80,8,1	184,8,1						176,8,1	176,8,1	96,8,1												
