TitleName	TitleId	SpeicalGraphic	FaceId	AuraSkill	AuraSkillLevel	ExtSkill1	ExtSkillLevel1	ExtSkill2	ExtSkillLevel2	ExtSkill3	ExtSkillLevel3	ExtSkill4	ExtSkillLevel4	ExtSkill5	ExtSkillLevel5	Memo	TitlePriority
Vâ L©m ChÝ T«n	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
NhÊt §¹i T«ng s­ 	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
TuyÖt ThÕ Cao Thñ	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vang Danh Giang Hå	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
HiÖp Danh ViÔn B¸	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vâ L©m T©n Tó	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Míi nhËp giang hå 	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
NhËp M«n §Ö Tö	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
VLMC H¹ng 1	3000		0	0	0	976	10	978	5	977	10	0	0	0	0	2011VLMC	
Tam TuyÖt H¹ng 1	3001		0	0	0	976	10	978	5	977	10	0	0	0	0	2011VLMC	
§Ö NhÊt Chñ So¸i	246	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Danh hiÖu §Ö NhÊt Chñ So¸i	
ÎôÈÕ´óÏÀ	247	176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈÕ´óÏÀ»î¶¯1	
ÎäÁÖÌì½¾	248	176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈÕ´óÏÀ»î¶¯2	
½­ºþºÀÏÀ	249	176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈÕ´óÏÀ»î¶¯3	
½£Ò«¾ÅÖÝ	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÖÐÔ½Çø·þÑ¡°Î	
³õ¿úÃÅ¾¶	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	³õ¿úÃÅ¾¶	
ÖÐÔ½Ñ¡²¦ÈüµÚÒ»°ï	252	187	0	0	0	0	3	0	0	0	0	0	0	0	0	ÖÐÔ½Ñ¡²¦ÈüµÚÒ»°ï	
ÖÐÔ½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	253	187	0	0	0	0	3	0	0	0	0	0	0	0	0	ÖÐÔ½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	
µÚ¶þ½ìÖÐÔ½¶Ô¿¹ÈüÁúÖ®¶Ó	254	186	0	0	0	0	0	0	0	0	0	0	0	0	0	ÖÐÔ½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	
§Ö Tam Anh Hïng Tèng Kim	255	193	0	0	0	976	2	978	2	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ðÖÜ»ý·ÖµÚÒ»Ãû³ÆºÅ	
§Ö NhÞ Anh Hïng Tèng Kim	256	194	0	0	0	976	3	978	3	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ðÖÜ»ý·ÖµÚ¶þÃû³ÆºÅ	
§Ö NhÊt Anh Hïng Tèng Kim	257	195	0	0	0	976	5	978	5	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ðÖÜ»ý·ÖµÚÈýÃû³ÆºÅ	
Vâ Häc Kú Tµi	258	196	0	0	0	1261	10	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ðÖÜ»ý·ÖµÚËÄÃû³ÆºÅ	
ÐÖµÜÎÞÊý	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
½£ÏÀÇéÔµ200¼¶µÚÒ»ÈË	260	197	0	0	0	0	0	0	0	0	0	0	0	0	0	µÇ·åÔì¼«£¨µÚÒ»¸ö200×ª×¨ÓÃ£©	
½­ºþ¶ùÅ®	261	172	0	0	0	1277	2	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·1	
ËÄº£ÏÀ¿Í	262	173	0	0	0	1277	3	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·2	
ÎäÁÖºÀÏÀ	263	174	0	0	0	1277	4	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·3	
ÌìÏÂÖÁ×ð	264	175	0	0	0	1277	5	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·4	
Ò»ÈËµÃµÀ	265	0	0	0	0	1281	1	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
¶þÁúÌÚ·É	266	0	0	0	0	1281	2	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
ÈýÑô¿ªÌ©	267	0	0	0	0	1281	3	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
ËÄ·½·øê£	268	0	0	0	0	1281	4	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
Îå¸£ÁÙÃÅ	269	0	0	0	0	1281	5	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
ÁùºÏÍ¬·ç	270	0	0	0	0	1281	6	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
ÆßÐÇ¸ßÕÕ	271	0	0	0	0	1281	7	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
°ËÃæÍþ·ç	272	0	0	0	0	1281	8	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
¾Å×ª¹¦³É	273	0	0	0	0	1281	9	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
Ê®È«Ê®ÃÀ	274	0	0	0	0	1281	10	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
ÎèÉ×	275	0	0	0	0	1282	1	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
Kim Thoa	276	0	0	0	0	1282	2	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
¶¹Þ¢	277	0	0	0	0	1282	3	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
BÝch Ngäc 	278	0	0	0	0	1282	4	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
ÌÒÀî	279	0	0	0	0	1282	5	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
»¨ÐÅ	280	0	0	0	0	1282	6	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
Èõ¹Ú	281	0	0	0	0	1282	7	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
¶øÁ¢	282	0	0	0	0	1282	8	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
²»»ó	283	0	0	0	0	1282	9	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
ÄêÄêÓÐÓà	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
´ó¸»´ó¹ó	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
Åô³ÌÍòÀï	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
´óÕ¹ºêÍ¼	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
ãØ¼ÒÍÅÔ²	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
ËêËêÆ½°²	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
²½²½¸ßÉý	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
ºè°¸ÆëÃ¼	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
´»Ýæ²¢Ã¯	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
Tµi Léc gÆt hoµi kh«ng hÕt	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
´ó¼ª´óÀû	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
Áú·ï³ÊÏé	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
½ðÓñÂúÌÃ	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
¸£Èç¶«º£	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
ÊÙ±ÈÄÏÉ½	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
§éc C« V« §Þch	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	§éc C« V« §Þch	
2012ÏßÏÂ°ï»á¼ûÃæ¼ÍÄî	300	199	0	0	0	1174	4	0	0	0	0	0	0	0	0	2012ÏßÏÂ°ï»á¼ûÃæ¼ÍÄî	
ÌìÏÂµÚÒ»¡¤ÎÞË«Íõ°ï	301	200	0	0	0	0	0	0	0	0	0	0	0	0	0	2012ÄêÌìÏÂµÚÒ»°ï¹â»·	
¶À²½½­ºþ¡¤¸ÇÊÀÐÛÊ¨	302	201	0	0	0	0	0	0	0	0	0	0	0	0	0	2012ÄêÌìÏÂµÚÒ»°ï¹â»·	
2012ÌìÏÂµÚÒ»°ï16Ç¿	303	202	0	0	0	0	0	0	0	0	0	0	0	0	0	2012ÄêÌìÏÂµÚÒ»°ï¹â»·	
µÇ·åÔì¼«	304	197	0	0	0	0	0	0	0	0	0	0	0	0	0	µÇ·åÔì¼«(200×ªÍæ¼Ò½±Àø)	
Î¢ÐÅºÀÏÀ	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ÐÅ»î¶¯	
Tèng binh	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Tèng HiÖu óy	307	0	0	0	0	1313	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Tèng Thèng lÜnh	308	0	0	0	0	1314	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Tèng Phã t­íng	309	0	0	0	0	1315	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Tèng §¹i t­íng	310	0	0	0	0	1316	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Kim binh	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Kim HiÖu óy	312	0	0	0	0	1313	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Kim Thèng LÜnh	313	0	0	0	0	1314	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Kim Phã t­íng	314	0	0	0	0	1315	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Kim §¹i t­íng	315	0	0	0	0	1316	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
ÍÀÀÇ¸ßÊÖ	316	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0	¶ñÀÇÀ´Ï®³ÆºÅ	
ChiÕn ThÇn Tèng Kim H¹ng 1	317		0	0	0	976	5	978	5	0	0	0	0	0	0	Kh«ng cã thuéc tÝnh	
ÕòÔ¶´ó½«¾ü	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ÐûÍþ½«¾ü	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
¶¨Ô¶½«¾ü	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ÓÎÆï½«¾ü	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Chiªu Vâ HiÖu óy	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ÈÊÓÂÐ£Î¾	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ThËp §¹i Cao Thñ Top 1	324	135	0	0	0	0	0	0	0	0	0	0	0	0	0		
VLMC H¹ng 2	325		0	0	0	976	5	978	5	0	0	0	0	0	0		
VLMC H¹ng 3	326		0	0	0	976	3	978	3	0	0	0	0	0	0		
Lùc ¸p QuÇn Hïng	327	"255,215,0"	207	0	0	0	1418	8	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÈý
Tø TuyÖt chiÕn tr­êng	328	"34,139,34"	208	0	0	0	1418	7	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚËÄ
Ngò TuyÖt chiÕn tr­êng	329	"34,139,34"	209	0	0	0	1418	6	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÎå
Lôc TuyÖt chiÕn tr­êng	330	"34,139,34"	210	0	0	0	1418	5	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÁù
ThÊt TuyÖt chiÕn tr­êng 	331	"34,139,34"	211	0	0	0	1418	4	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÆß
B¸t TuyÖt chiÕn tr­êng	332	"34,139,34"	212	0	0	0	1418	3	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚ°Ë
Cöu TuyÖt chiÕn tr­êng	333	"34,139,34"	213	0	0	0	1418	2	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚ¾Å
ThËp TuyÖt chiÕn tr­êng	334	"34,139,34"	214	0	0	0	1418	1	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÊ®
Hoa S¬n tuyÖt ®Ønh	335	16762880	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0	»ªÉ½Ê®´ó¸ßÊÖ
¼×¹ÚÈºÐÛ¡¤æçÓÂ¾øÂ×	336	16762880	143	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ÐÅ»î¶¯
ÎäÁ¦¾ªÊÀ¡¤¾øÕóÈÖÎé	337		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ÐÅ»î¶¯
ÐÛ×ËÓ¢·¢¡¤²»·²Õ½ÂÃ	338		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ÐÅ»î¶¯
ÔµÇ£»ªÉ½	339		0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔµÇ£»ªÉ½
»ªÉ½ÂÛ½£	340		0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂ·þ³ÆºÅ
Cæ Mé Anh Hïng Qu¸n Qu©n	3002	165	0	0	0	976	5	978	5	0	0	0	0	0	0	2011VLMC	
Qu¸n Qu©n Vâ L©m Ngò B¸	3003	124	0	0	0	977	20	1205	2	0	0	0	0	0	0	"Vßng Hµo Quang Vâ L©m Ngò B¸ (20 tèc ®é, 10% c«ng kÝch kü n¨ng)"	
§Ö NhÞ Anh Hïng Tèng Kim	3004	135	0	0	0	976	3	978	3	0	0	0	0	0	0	TiÒm Long NhÊt Héi	
§¹i Phó Hµo	3005	172	0	0	0	990	10	0	0	0	0	0	0	0	0	T¨ng 1000 sinh lùc d­¬ng	
§Ö NhÊt Anh Hïng Tèng Kim	3006	173	0	0	0	976	5	978	5	0	0	0	0	0	0	Kh«ng cã thuéc tÝnh	
Tø TuyÖt H¹ng 1	3007		0	0	0	976	5	978	5	0	0	0	0	0	0	Kh«ng cã thuéc tÝnh	
Anh Hïng §Êu	3008		0	0	0	976	5	978	5	0	0	0	0	0	0	"500 Sinh lùc, 20 tèc ®é, 10% c«ng kÝch kü n¨ng"	
T©n Thñ	3009	135	0	0	0	990	30	977	20	0	0	0	0	0	0	"2000 Sinh lùc, 30 tèc ®é"	
H¹ng Nh× Vâ L©m Ngò B¸	3010	124	0	0	0	977	10	1205	2	0	0	0	0	0	0	"Vßng HQ ¸ Qu©n Vâ L©m Ngò B¸(10 tèc ®é, 10% c«ng kÝch kü n¨ng)"	
H¹ng Ba Vâ L©m Ngò B¸	3011	124	0	0	0	977	10	1205	2	0	0	0	0	0	0	"Vßng HQ H¹ng 3 Qu©n Vâ L©m Ngò B¸(10 tèc ®é, 10% c«ng kÝch kü n¨ng)"	
Ngäc Thô L©m Phong	3012	172	0	0	0	990	5	977	10	0	0	0	0	0	0	"500 Sinh lùc, 10 tèc ®é"	
GameMaster[Admin]	5000	162	0	0	0	976	10	977	20	990	10	0	0	0	0	2011VLMC	
1	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	341	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NghÜa vô
	342	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Binh nh×
	343	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Binh nhÊt
	344	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H¹ sÜ
	345	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Trung sÜ
	346	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Th­îng sÜ
	347	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ChuÈn óy
	348	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ThiÕu óy
	349	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Trung óy
	350	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Th­îng óy
	351	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	§¹i óy
	352	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ThiÕu t¸
	353	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Trung t¸
	354	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Th­îng t¸
	355	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	§¹i t¸
	356	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ThiÕu t­íng
	357	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Trung t­íng
	358	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Th­îng t­íng
	359	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	§¹i t­íng
20	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	401	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H¹ng 1
	402	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H¹ng 2
	403	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H¹ng 3
	404	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H¹ng 4
	405	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H¹ng 5
	406	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H¹ng 6
	407	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H¹ng 7
	408	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H¹ng 8
	409	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H¹ng 9
	410	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H¹ng 10
	411	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H¹ng 11
<color=0x1AFFF1>H¹ng 12	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 13	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 14	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 15	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 16	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 17	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 18	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 19	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 20	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 21	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 22	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 23	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 24	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 25	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 26	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 27	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 28	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 29	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 30	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 31	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 32	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 33	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 34	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 35	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 36	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 37	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 38	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 39	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 40	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 41	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 42	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 43	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 44	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 45	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 46	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 47	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 48	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 49	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 50	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 51	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 52	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 53	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 54	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 55	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 56	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 57	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 58	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 59	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<color=0x1AFFF1>H¹ng 60	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
