TitleName	TitleId	Color	SpeicalGraphic	FaceId	AuraSkill	AuraSkillLevel	ExtSkill1	ExtSkillLevel1	ExtSkill2	ExtSkillLevel2	ExtSkill3	ExtSkillLevel3	ExtSkill4	ExtSkillLevel4	ExtSkill5	ExtSkillLevel5	Memo	TitlePriority
Vâ L©m Minh Chñ	245		164	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vâ L©m Minh Chñ	246		162	0	0	0	976	10	977	20	990	10	0	0	0	0	2011VLMC	
ThËp §¹i Cao Thñ	247		162	0	0	0	976	6	977	20	990	6	0	0	0	0	2011VLMC	
§Ö NhÊt Chñ So¸i	248		0	0	0	0	0	4	0	0	0	0	0	0	0	0	Danh hiÖu §Ö NhÊt Chñ So¸i	
no_title_249	249		176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈ?´óÏÀ»î¶¯1	
no_title_250	250		176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈ?´óÏÀ»î¶¯2	
Tèng Kim Top 1	251		84	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tèng Kim Top 2	252		81	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tèng Kim Top 3	253		83	0	0	0	0	0	0	0	0	0	0	0	0	0			
no_title_254	254		187	0	0	0	0	3	0	0	0	0	0	0	0	0	Ö?Ô½Ñ¡²¦ÈüµÚ?»°ï	
no_title_255	255		187	0	0	0	0	3	0	0	0	0	0	0	0	0	Ö?Ô½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	
no_title_255	256		186	0	0	0	0	0	0	0	0	0	0	0	0	0	Ö?Ô½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	
Thiªn H¹ V« Song	257		193	0	0	0	1260	3	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½?ÖÜ»?·ÖµÚ?»?û³ÆºÅ	
Th©n Thñ BÊt Phµm	258		194	0	0	0	1260	2	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½?ÖÜ»?·ÖµÚ¶??û³ÆºÅ	
Vang Danh Tø Ph­¬ng	259		195	0	0	0	1260	1	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½?ÖÜ»?·ÖµÚÈ??û³ÆºÅ	
Vâ Häc Kú Tµi	260		196	0	0	0	1261	10	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½?ÖÜ»?·ÖµÚËÄ?û³ÆºÅ	
no_title_261	261		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
no_title_262	262		197	0	0	0	0	0	0	0	0	0	0	0	0	0	µÇ·åÔ?¼«£¨µÚ?»¸ö200×ª×¨Ó?£©	
no_title_263	263		174	0	0	0	1277	4	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·3	
no_title_264	264		175	0	0	0	1277	5	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·4	
no_title_265	265		0	0	0	0	1281	1	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_266	266		0	0	0	0	1281	2	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_267	267		0	0	0	0	1281	3	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_268	268		0	0	0	0	1281	4	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_269	269		0	0	0	0	1281	5	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_270	270		0	0	0	0	1281	6	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_271	271		0	0	0	0	1281	7	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_272	272		0	0	0	0	1281	8	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_273	273		0	0	0	0	1281	9	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_274	274		0	0	0	0	1281	10	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_275	275		0	0	0	0	1282	1	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Kim Thoa	276		0	0	0	0	1282	2	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_276	277		0	0	0	0	1282	3	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
B¹ch Ngäc 	278		0	0	0	0	1282	4	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_279	279		0	0	0	0	1282	5	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_280	280		0	0	0	0	1282	6	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_281	281		0	0	0	0	1282	7	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_282	282		0	0	0	0	1282	8	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_283	283		0	0	0	0	1282	9	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
no_title_284	284		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
no_title_285	285		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
no_title_286	286		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
no_title_287	287		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
no_title_287	288		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
no_title_288	289		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
no_title_289	290		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
no_title_290	291		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
no_title_291	292		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
Tµi Léc	293		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
no_title_294	294		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
no_title_295	295		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
no_title_296	296		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
no_title_297	297		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
no_title_298	298		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
§éc C« V« §Þch	299		0	0	0	0	0	0	0	0	0	0	0	0	0	0	§éc C« V« §?ch	
no_title_300	300		199	0	0	0	1174	4	0	0	0	0	0	0	0	0	2012ÏßÏÂ°ï»á¼û?æ¼ÍÄî	
no_title_300	301		200	0	0	0	0	0	0	0	0	0	0	0	0	0	2012Äê??ÏÂµÚ?»°ï¹â»·	
no_title_300	302		201	0	0	0	0	0	0	0	0	0	0	0	0	0	2012Äê??ÏÂµÚ?»°ï¹â»·	
no_title_300	303		202	0	0	0	0	0	0	0	0	0	0	0	0	0	2012Äê??ÏÂµÚ?»°ï¹â»·	
no_title_300	304		197	0	0	0	0	0	0	0	0	0	0	0	0	0	µÇ·åÔ?¼«(200×ªÍæ¼?½±Àø)	
no_title_300	305		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢?Å»î¶¯		
Thiªn H¹ §Ö NhÊt Bang 	306		83	0	0	0	0	0	0	0	0	0	0	0	0	0		
Thiªn H¹ §Ö NhÊt - Bang V« Song V­¬ng	307	16762880	200	0	0	0	0	0	0	0	0	0	0	0	0	0		
§éc Bé Giang Hå - C¸i ThÕ Hïng S­	308		201	0	0	0	0	0	0	0	0	0	0	0	0	0		
16 C­êng Thiªn H¹ §Ö NhÊt Bang n¨m 2012	309		202	0	0	0	0	0	0	0	0	0	0	0	0	0		
§¨ng Phong T¹o Cùc	310		197	0	0	0	0	0	0	0	0	0	0	0	0	0		
Hµo HiÖp	311		0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Cao Thñ §å Long	312	16762880	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0		
Kim Qua ThiÕt M·	313		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ChÊn ViÔn §¹i T­íng Qu©n	314	16762880	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tuyªn Uy T­íng Qu©n	315		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
§Þnh ViÔn T­íng Qu©n	316		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Du Kú T­íng Qu©n	317		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Chiªu Vâ HiÖu óy	318		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Nh©n Dòng T­íng Qu©n	319		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
no_title_320	320		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
§éc B¸ Thiªn H¹	321	255,127,0	205	0	0	0	1418	10	0	0	0	0	0	0	0	0		
Uy M·nh V« Song	322	255,127,0	206	0	0	0	1418	9	0	0	0	0	0	0	0	0		
Lùc ¸p QuÇn Hïng	323	255,215,0	207	0	0	0	1418	8	0	0	0	0	0	0	0	0		
Tø TuyÖt chiÕn tr­êng	324	"34,139,34"	208	0	0	0	1418	7	0	0	0	0	0	0	0	0		
Ngò TuyÖt chiÕn tr­êng	325	"34,139,34"	209	0	0	0	1418	6	0	0	0	0	0	0	0	0		
Lôc TuyÖt chiÕn tr­êng	326	"34,139,34"	210	0	0	0	1418	5	0	0	0	0	0	0	0	0		
ThÊt TuyÖt chiÕn tr­êng 	327	"34,139,34"	211	0	0	0	1418	4	0	0	0	0	0	0	0	0		
B¸t TuyÖt chiÕn tr­êng	328	"34,139,34"	212	0	0	0	1418	3	0	0	0	0	0	0	0	0		
Cöu TuyÖt chiÕn tr­êng	329	"34,139,34"	213	0	0	0	1418	2	0	0	0	0	0	0	0	0		
ThËp TuyÖt chiÕn tr­êng	330	"34,139,34"	214	0	0	0	1418	1	0	0	0	0	0	0	0	0		
Hoa S¬n tuyÖt ®Ønh	331	16762880	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0		
Gi¸p Qu¸n QuÇn Hïng	332	16762880	143	0	0	0	0	0	0	0	0	0	0	0	0	0		
Vâ Lùc Kinh ThÕ	333		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Hõng T­ Anh Ph¸t	334		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Duyªn Khiªn Hoa S¬n	335		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Hoa S¬n LuËn KiÕm	336		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Phó Kh¶ §Þch Quèc	337		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Ph¸ Qu©n	338		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Vâ Khóc	339		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tham Lang	340		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
HuyÕt Dôc	341		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ChiÕn Thiªn	342		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Th­¬ng Hång	343		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Lang H¹o	344		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
TriÖu M·nh	345		200	0	0	0	0	0	0	0	0	0	0	0	0	0		
Th­¬ng H©n	346		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tèng binh	347		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Kim binh	348		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Thiªn H¹ V« §Þch	349		195	0	0	0	1916	10	1484	30	1483	10	0	0	0	0		
Thiªn H¹ ThËp C­êng	350		196	0	0	0	1916	5	1484	20	1483	10	0	0	0	0		
T©n thñ 	351		83	0	0	0	1481	20	1917	20	1484	20	1483	20	0	0		
