Ð§¹û	ÊÇ·ñÇ°×º	ÎåÐÐÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷
Çå·çËÍË¬				139	3	4	-1	-1	1372	1372	0
ÁúÐý½£Æø				139	3	4	-1	-1	1376	1376	0
Ä¦ÔÆ½£Æø				139	3	4	-1	-1	1380	1380	0
ÅüÊ¯ÆÆÓñ				139	3	4	-1	-1	1382	1382	0
¼õÉÙÀ´×Ô½ðÏµµÄÉËº¦£¨Ò«Ñô£©				277	5	10	-1	-1	0	0	0
¼õÉÙÀ´×ÔÄ¾ÏµµÄÉËº¦£¨Ò«Ñô£©				279	5	10	-1	-1	0	0	0
¼õÉÙÀ´×ÔË®ÏµµÄÉËº¦£¨Ò«Ñô£©				281	5	10	-1	-1	0	0	0
¼õÉÙÀ´×Ô»ðÏµµÄÉËº¦£¨Ò«Ñô£©				283	5	10	-1	-1	0	0	0
¼õÉÙÀ´×ÔÍÁÏµµÄÉËº¦£¨Ò«Ñô£©				285	5	10	-1	-1	0	0	0
µÖÏû¸ñµ²£¨Ò«Ñô£©				270	4	6	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ£¨Ò«Ñô£©				271	4	6	-1	-1	0	0	0
ºöÂÔÔ¶·´£¨Ò«Ñô£©				300	5	10	-1	-1	0	0	0
Ôì³É³Ù»ºÊ±¼ä£¨Ò«Ñô£©				161	40	50	-1	-1	0	0	0
Ô­ÖØ»÷£¨16¼¶£©				227	5	8	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ£¨Ò«Ñô£©				240	30	45	-1	-1	0	0	0
Ôì³ÉÖÐ¶¾Ê±¼ä£¨Ò«Ñô£©				258	80	100	-1	-1	0	0	0
Ôì³ÉÊÜÉË¶¯×÷Ê±¼ä£¨Ò«Ñô£©				219	5	10	-1	-1	0	0	0
¼ÓÉîÉËº¦£¨Ò«Ñô£©				269	30	50	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ£¨Ò«Ñô£©				239	30	45	-1	-1	0	0	0
ÐÂÉúÃü£¨Ò«Ñô£©				233	2000	3000	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨Ò«Ñô£©				243	50	80	-1	-1	0	0	0
Ôì³ÉÑ£ÔÎÊ±¼ä£¨Ò«Ñô£©				220	20	30	-1	-1	0	0	0
»ØÑª6				88	15	20	-1	-1	0	0	0
ÐÂÉúÃü%£¨Ò«Ñô£©				234	25	30	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ£¨Ò«Ñô£©				239	145	158	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ£¨Ò«Ñô£©				240	145	158	-1	-1	0	0	0
ÉúÃü£¨ºÚÉñ×¨ÓÃ£©				233	1000000	1000000	-1	-1	0	0	0
ÄÚÁ¦£¨ºÚÉñ×¨ÓÃ£©				235	1000000	1000000	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨ºÚÉñ×¨ÓÃ£©				243	200000	200000	-1	-1	0	0	0
¸ñµ²£¨ºÚÉñ×¨ÓÃ£©				226	1000	1000	-1	-1	0	0	0
ÅÜËÙ£¨ºÚÉñ×¨ÓÃ£©				111	200	200	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ£¨ºÚÉñ×¨ÓÃ£©				190	100	100	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ£¨ºÚÉñ×¨ÓÃ£©				88	500000	500000	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ£¨ºÚÉñ×¨ÓÃ£©				92	500000	500000	-1	-1	0	0	0
ÐÒÔË3				135	900	900	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Test				85	50	50	-1	-1	0	0	0
Max OPT HKMP				85	50	50	-1	-1	0	0	0
Max OPT HKMP				85	200	200	-1	-1	0	0	0
Khang Loi AB Hoan My				103	10	10	-1	-1	0	0	0
Max OPT HKMP				85	400	400	-1	-1	0	0	0
Max OPT HKMP				89	50	50	-1	-1	0	0	0
Max OPT HKMP				89	200	200	-1	-1	0	0	0
Max OPT HKMP				89	240	240	-1	-1	0	0	0
Max OPT HKMP				89	400	400	-1	-1	0	0	0
Max OPT HKMP				93	50	50	-1	-1	0	0	0
Max OPT HKMP				93	200	200	-1	-1	0	0	0
Max OPT HKMP				93	240	240	-1	-1	0	0	0
Max OPT HKMP				93	400	400	-1	-1	0	0	0
Max OPT HKMP				92	2	2	-1	-1	0	0	0
Max OPT HKMP				92	6	6	-1	-1	0	0	0
Max OPT HKMP				92	8	8	-1	-1	0	0	0
Max OPT HKMP				92	12	12	-1	-1	0	0	0
Max OPT HKMP				88	2	2	-1	-1	0	0	0
Max OPT HKMP				88	6	6	-1	-1	0	0	0
Max OPT HKMP				88	8	8	-1	-1	0	0	0
Max OPT HKMP				88	12	12	-1	-1	0	0	0
Max OPT HKMP				96	2	2	-1	-1	0	0	0
Max OPT HKMP				96	6	6	-1	-1	0	0	0
Max OPT HKMP				96	8	8	-1	-1	0	0	0
Max OPT HKMP				96	12	12	-1	-1	0	0	0
Max OPT HKMP				108	10	10	-1	-1	0	0	0
Max OPT HKMP				108	40	40	-1	-1	0	0	0
Max OPT HKMP				108	50	50	-1	-1	0	0	0
Max OPT HKMP				108	80	80	-1	-1	0	0	0
Max OPT HKMP				110	10	10	-1	-1	0	0	0
Max OPT HKMP				110	40	40	-1	-1	0	0	0
Max OPT HKMP				110	50	50	-1	-1	0	0	0
Max OPT HKMP				110	80	80	-1	-1	0	0	0
Max OPT HKMP				106	10	10	-1	-1	0	0	0
Max OPT HKMP				106	40	40	-1	-1	0	0	0
Max OPT HKMP				106	50	50	-1	-1	0	0	0
Max OPT HKMP				106	80	80	-1	-1	0	0	0
Max OPT HKMP				113	30	30	-1	-1	0	0	0
Max OPT HKMP				113	40	40	-1	-1	0	0	0
Max OPT HKMP				113	50	50	-1	-1	0	0	0
Max OPT HKMP				113	60	60	-1	-1	0	0	0
Max OPT HKMP				115	20	20	-1	-1	0	0	0
Max OPT HKMP				115	40	40	-1	-1	0	0	0
Max OPT HKMP				115	40	40	-1	-1	0	0	0
Max OPT HKMP				115	60	60	-1	-1	0	0	0
Max OPT HKMP				126	25	25	-1	-1	6	6	0
Max OPT HKMP				126	100	100	-1	-1	6	6	0
Max OPT HKMP				126	120	120	-1	-1	6	6	0
Max OPT HKMP				126	150	150	-1	-1	6	6	0
Max OPT HKMP				166	100	100	-1	-1	0	0	0
Max OPT HKMP				166	300	300	-1	-1	0	0	0
Max OPT HKMP				166	360	360	-1	-1	0	0	0
Max OPT HKMP				166	600	600	-1	-1	0	0	0
Max OPT HKMP				97	5	5	-1	-1	0	0	0
Max OPT HKMP				97	20	20	-1	-1	0	0	0
Max OPT HKMP				97	24	24	-1	-1	0	0	0
Max OPT HKMP				97	40	40	-1	-1	0	0	0
Max OPT HKMP				99	5	5	-1	-1	0	0	0
Max OPT HKMP				99	20	20	-1	-1	0	0	0
Max OPT HKMP				99	24	24	-1	-1	0	0	0
Max OPT HKMP				99	40	40	-1	-1	0	0	0
Max OPT HKMP				100	5	5	-1	-1	0	0	0
Max OPT HKMP				100	20	20	-1	-1	0	0	0
Max OPT HKMP				100	24	24	-1	-1	0	0	0
Max OPT HKMP				100	40	40	-1	-1	0	0	0
Max OPT HKMP				98	5	5	-1	-1	0	0	0
Max OPT HKMP				98	20	20	-1	-1	0	0	0
Max OPT HKMP				98	24	24	-1	-1	0	0	0
Max OPT HKMP				98	40	40	-1	-1	0	0	0
Max OPT HKMP				121	50	50	-1	-1	0	0	0
Max OPT HKMP				121	60	60	-1	-1	0	0	0
Max OPT HKMP				121	60	60	-1	-1	0	0	0
Max OPT HKMP				123	100	100	-1	-1	0	0	0
Max OPT HKMP				123	120	120	-1	-1	0	0	0
Max OPT HKMP				123	200	200	-1	-1	0	0	0
Max OPT HKMP				125	30	30	-1	-1	0	0	0
Max OPT HKMP				125			-1	-1	0	0	0
Max OPT HKMP				125			-1	-1	0	0	0
Max OPT HKMP				102	5	5	-1	-1	0	0	0
Max OPT HKMP				102	25	25	-1	-1	0	0	0
Max OPT HKMP				102	30	30	-1	-1	0	0	0
Max OPT HKMP				102	50	50	-1	-1	0	0	0
Max OPT HKMP				105	5	5	-1	-1	0	0	0
Max OPT HKMP				105	25	25	-1	-1	0	0	0
Max OPT HKMP				105	30	30	-1	-1	0	0	0
Max OPT HKMP				105	50	50	-1	-1	0	0	0
Max OPT HKMP				103	5	5	-1	-1	0	0	0
Max OPT HKMP				103	25	25	-1	-1	0	0	0
Max OPT HKMP				103	30	30	-1	-1	0	0	0
Max OPT HKMP				103	50	50	-1	-1	0	0	0
Max OPT HKMP				101	5	5	-1	-1	0	0	0
Max OPT HKMP				101	25	25	-1	-1	0	0	0
Max OPT HKMP				101	30	30	-1	-1	0	0	0
Max OPT HKMP				101	50	50	-1	-1	0	0	0
Max OPT HKMP				104	5	5	-1	-1	0	0	0
Max OPT HKMP				104	25	25	-1	-1	0	0	0
Max OPT HKMP				104	30	30	-1	-1	0	0	0
Max OPT HKMP				104	50	50	-1	-1	0	0	0
Max OPT HKMP				135	10	10	-1	-1	0	0	0
Max OPT HKMP				135	12	12	-1	-1	0	0	0
Max OPT HKMP				135	25	25	-1	-1	0	0	0
Max OPT HKMP				111	10	10	-1	-1	0	0	0
Max OPT HKMP				111	40	40	-1	-1	0	0	0
Max OPT HKMP				111	50	50	-1	-1	0	0	0
Max OPT HKMP				111	50	50	-1	-1	0	0	0
Khang tat ca				114	5	5	-1	-1	0	0	0
Max OPT HKMP				114	20	20	-1	-1	0	0	0
Max OPT HKMP				114	24	24	-1	-1	0	0	0
Max OPT HKMP				114	40	40	-1	-1	0	0	0
Max OPT HKMP				136	6	6	-1	-1	0	0	0
Max OPT HKMP				136	8	8	-1	-1	0	0	0
Max OPT HKMP				136	10	10	-1	-1	0	0	0
Max OPT HKMP				137	10	10	-1	-1	0	0	0
Max OPT HKMP				137	8	8	-1	-1	0	0	0
Max OPT HKMP				137	12	12	-1	-1	0	0	0
Max OPT HKMP				134	12	12	-1	-1	0	0	0
Max OPT HKMP				134	1	1	-1	-1	0	0	0
Max OPT HKMP				134	1	1	-1	-1	0	0	0
Max OPT HKMP				134	1	1	-1	-1	0	0	0
Max OPT HKMP				134	1	1	-1	-1	0	0	0
Max OPT HKMP				134	1	1	-1	-1	0	0	0
Max OPT HKMP				134	1	1	-1	-1	0	0	0
Max OPT HKMP				134	1	1	-1	-1	0	0	0
Max OPT HKMP				134	1	1	-1	-1	0	0	0
Max OPT HKMP				134	1	1	-1	-1	0	0	0
Max OPT HKMP				134	1	1	-1	-1	0	0	0
Max OPT HKMP				134	1	1	-1	-1	0	0	0
Max OPT HKMP				164	20	20	-1	-1	0	0	0
Max OPT HKMP				116	36	36	-1	-1	0	0	0
Max OPT HKMP				43	1	1	-1	-1	0	0	0
Max OPT HKMP				139	1	1	-1	-1	0	0	0
Max OPT HKMP				139	2	2	-1	-1	0	0	0
Max OPT HKMP				139	3	3	-1	-1	0	0	0
Max OPT HKMP				146	10	10	-1	-1	0	0	0
Max OPT HKMP				146	12	12	-1	-1	0	0	0
Max OPT HKMP				58	2	2	-1	-1	0	0	0
Max OPT HKMP				58	12	12	-1	-1	0	0	0
Max OPT HKMP				117	10	10	-1	-1	0	0	0
Max OPT HKMP				117	12	12	-1	-1	0	0	0
Max OPT HKMP				117	16	16	-1	-1	0	0	0
Max OPT HKMP				168			-1	-1	0	0	0
Max OPT HKMP				168			-1	-1	0	0	0
Max OPT HKMP				168			-1	-1	0	0	0
Max OPT HKMP				172	30	30	-1	-1	0	0	0
Max OPT HKMP				172			-1	-1	0	0	0
Max OPT HKMP				172			-1	-1	0	0	0
Max OPT HKMP				169	200	200	-1	-1	0	0	0
Max OPT HKMP				169	240	240	-1	-1	0	0	0
Max OPT HKMP				169	300	300	-1	-1	0	0	0
Max OPT HKMP				170			-1	-1	0	0	0
Max OPT HKMP				170	120	120	-1	-1	0	0	0
Max OPT HKMP				170	200	200	-1	-1	0	0	0
Max OPT HKMP				171	300	300	-1	-1	0	0	0
Max OPT HKMP				171	150	150	-1	-1	0	0	0
Max OPT HKMP				171	180	180	-1	-1	0	0	0
Max OPT HKMP				139	3	3	-1	-1	273	273	0
Max OPT HKMP				139	3	3	-1	-1	36	36	0
Max OPT HKMP				139	3	3	-1	-1	252	252	0
Max OPT HKMP				139	3	3	-1	-1	92	92	0
Max OPT HKMP				139	3	3	-1	-1	114	114	0
Max OPT HKMP				139	3	3	-1	-1	75	75	0
Max OPT HKMP				139	3	3	-1	-1	72	72	0
Max OPT HKMP				139	3	3	-1	-1	48	48	0
Max OPT HKMP				139	3	3	-1	-1	345	345	0
Max OPT HKMP				139	3	3	-1	-1	130	130	0
Max OPT HKMP				139	3	3	-1	-1	150	150	0
Max OPT HKMP				139	3	3	-1	-1	364	364	0
Max OPT HKMP				139	3	3	-1	-1	166	166	0
Max OPT HKMP				139	3	3	-1	-1	275	275	0
Max OPT HKMP				139	3	3	-1	-1	174	174	0
Max OPT HKMP				139	3	3	-1	-1	8	8	0
Max OPT HKMP				139	3	3	-1	-1	271	271	0
Max OPT HKMP				139	3	3	-1	-1	14	14	0
Max OPT HKMP				139	3	3	-1	-1	16	16	0
Max OPT HKMP				139	3	3	-1	-1	21	21	0
Max OPT HKMP				139	3	3	-1	-1	4	4	0
Max OPT HKMP				139	3	3	-1	-1	11	11	0
Max OPT HKMP				139	3	3	-1	-1	10	10	0
Max OPT HKMP				139	3	3	-1	-1	6	6	0
Max OPT HKMP				139	3	3	-1	-1	19	19	0
Max OPT HKMP				139	3	3	-1	-1	26	26	0
Max OPT HKMP				139	3	3	-1	-1	32	32	0
Max OPT HKMP				139	3	3	-1	-1	34	34	0
Max OPT HKMP				139	3	3	-1	-1	37	37	0
Max OPT HKMP				139	3	3	-1	-1	42	42	0
Max OPT HKMP				139	3	3	-1	-1	23	23	0
Max OPT HKMP				139	3	3	-1	-1	41	41	0
Max OPT HKMP				139	3	3	-1	-1	24	24	0
Max OPT HKMP				139	3	3	-1	-1	30	30	0
Max OPT HKMP				139	3	3	-1	-1	35	35	0
Max OPT HKMP				139	3	3	-1	-1	324	324	0
Max OPT HKMP				139	3	3	-1	-1	29	29	0
Max OPT HKMP				139	3	3	-1	-1	31	31	0
Max OPT HKMP				139	3	3	-1	-1	77	77	0
Max OPT HKMP				139	3	3	-1	-1	88	88	0
Max OPT HKMP				139	3	3	-1	-1	80	80	0
Max OPT HKMP				139	3	3	-1	-1	85	85	0
Max OPT HKMP				139	3	3	-1	-1	86	86	0
Max OPT HKMP				139	3	3	-1	-1	79	79	0
Max OPT HKMP				139	3	3	-1	-1	82	82	0
Max OPT HKMP				139	3	3	-1	-1	91	91	0
Max OPT HKMP				139	3	3	-1	-1	282	282	0
Max OPT HKMP				139	3	3	-1	-1	82	82	0
Max OPT HKMP				139	3	3	-1	-1	93	93	0
Max OPT HKMP				139	3	3	-1	-1	95	95	0
Max OPT HKMP				139	3	3	-1	-1	108	108	0
Max OPT HKMP				139	3	3	-1	-1	99	99	0
Max OPT HKMP				139	3	3	-1	-1	105	105	0
Max OPT HKMP				139	3	3	-1	-1	270	270	0
Max OPT HKMP				139	3	3	-1	-1	97	97	0
Max OPT HKMP				139	3	3	-1	-1	102	102	0
Max OPT HKMP				139	3	3	-1	-1	113	113	0
Max OPT HKMP				139	3	3	-1	-1	43	43	0
Max OPT HKMP				139	3	3	-1	-1	249	249	0
Max OPT HKMP				139	3	3	-1	-1	45	45	0
Max OPT HKMP				139	3	3	-1	-1	50	50	0
Max OPT HKMP				139	3	3	-1	-1	58	58	0
Max OPT HKMP				139	3	3	-1	-1	54	54	0
Max OPT HKMP				139	3	3	-1	-1	341	341	0
Max OPT HKMP				139	3	3	-1	-1	47	47	0
Max OPT HKMP				43	3	3	-1	-1	0	0	0
Max OPT HKMP				139	3	3	-1	-1	347	347	0
Max OPT HKMP				139	3	3	-1	-1	303	303	0
Max OPT HKMP				139	3	3	-1	-1	343	343	0
Max OPT HKMP				139	3	3	-1	-1	349	349	0
Max OPT HKMP				139	3	3	-1	-1	62	62	0
Max OPT HKMP				139	3	3	-1	-1	71	71	0
Max OPT HKMP				139	3	3	-1	-1	63	63	0
Max OPT HKMP				139	3	3	-1	-1	68	68	0
Max OPT HKMP				139	3	3	-1	-1	73	73	0
Max OPT HKMP				139	3	3	-1	-1	60	60	0
Max OPT HKMP				139	3	3	-1	-1	74	74	0
Max OPT HKMP				139	3	3	-1	-1	65	65	0
Max OPT HKMP				139	3	3	-1	-1	356	356	0
Max OPT HKMP				139	3	3	-1	-1	67	67	0
Max OPT HKMP				139	3	3	-1	-1	64	64	0
Max OPT HKMP				139	3	3	-1	-1	70	70	0
Max OPT HKMP				139	3	3	-1	-1	116	116	0
Max OPT HKMP				139	3	3	-1	-1	128	128	0
Max OPT HKMP				139	3	3	-1	-1	122	122	0
Max OPT HKMP				139	3	3	-1	-1	274	274	0
Max OPT HKMP				139	3	3	-1	-1	277	277	0
Max OPT HKMP				139	3	3	-1	-1	115	115	0
Max OPT HKMP				139	3	3	-1	-1	119	119	0
Max OPT HKMP				139	3	3	-1	-1	124	124	0
Max OPT HKMP				139	3	3	-1	-1	132	132	0
Max OPT HKMP				139	3	3	-1	-1	142	142	0
Max OPT HKMP				139	3	3	-1	-1	135	135	0
Max OPT HKMP				139	3	3	-1	-1	141	141	0
Max OPT HKMP				139	3	3	-1	-1	146	146	0
Max OPT HKMP				139	3	3	-1	-1	131	131	0
Max OPT HKMP				139	3	3	-1	-1	148	148	0
Max OPT HKMP				139	3	3	-1	-1	145	145	0
Max OPT HKMP				139	3	3	-1	-1	138	138	0
Max OPT HKMP				139	3	3	-1	-1	143	143	0
Max OPT HKMP				139	3	3	-1	-1	136	136	0
Max OPT HKMP				139	3	3	-1	-1	137	137	0
Max OPT HKMP				139	3	3	-1	-1	140	140	0
Max OPT HKMP				139	3	3	-1	-1	151	151	0
